---config@码表分类=主码-5
---config@码表别名=系統詞庫
---config@允许编辑=是

#基础词库
愛護	ah#序30000
針對	vfdv#序30000
對象	dvxl#序30000
國內	gonw#序30000
研發	yjfa#序30000
法規	fagv#序30000
編輯	bmji#序30000
委員會	wyhv#序30000
引導	ybdc#序30000
理性	lixk#序30000
提倡	tiih#序30000
化工	hxgs#序30000
景區	jkqu#序30000
垃圾	laji#序30000
充實	isu#序30000
房屋	fhwu#序30000
一系列	yxl#序30000
交給	jngw#序30000
轉身	vruf#序30000
縣委	xmww#序30000
外國	wdgo#序30000
男女	njnv#序30000
導致	dcvi#序30000
加緊	jxjb#序30000
談話	tjhx#序30000
微笑	wwxn#序30000
愛情	aiq#序30000
學院	xtyr#序30000
衛星	wwxk#序30000
手段	uzdr#序30000
本身	bfuf#序30000
鐵路	tpl#序30000
人心	rfxb#序30000
魅力	mwli#序30000
並非	bkfw#序30000
有助於	yvy#序30000
基因	jiyb#序30000
實行	uixk#序30000
糧食	llui#序30000
思考	sikc#序30000
婦女	funv#序30000
江南	jlnj#序30000
記憶	jiyi#序30000
溫度	wfdu#序30000
鬥爭	dzvg#序30000
通道	tsdc#序30000
彷彿	fhfu#序30000
混亂	hylr#序30000
人格	rfge#序30000
做法	zofa#序30000
作風	zofg#序30000
繁榮	fjrs#序30000
西方	xifh#序30000
城裡	igli#序30000
開工	kdgs#序30000
老實	lcu#序30000
實力	uili#序30000
勢力	uili#序30000
平方米	pfm#序30000
示範	uifj#序30000
算是	sru#序30000
增長率	zvlv#序30000
格局	geju#序30000
涉及	uej#序30000
品種	pbvs#序30000
吸引	xiyb#序30000
比如	biru#序30000
奮鬥	ffdz#序30000
死刑	sixk#序30000
分鐘	ffv#序30000
咱們	zjmf#序30000
警察	jkia#序30000
海洋	hdyh#序30000
電腦	dmnc#序30000
平常	pkih#序30000
城鄉	igxl#序30000
無疑	wuyi#序30000
定期	dkq#序30000
給予	gwyu#序30000
一下	yixx#序30000
飛機	fwji#序30000
圖片	tup#序30000
高速	gcsu#序30000
海峽	hdxx#序30000
談判	tjpj#序30000
處罰	iufa#序30000
配合	pwh#序30000
交通	jnts#序30000
先進	xmjb#序30000
可是	keui#序30000
費用	fwys#序30000
活潑	hopo#序30000
足以	zuyi#序30000
沙漠	uamo#序30000
調研	dnyj#序30000
遼寧	lnnk#序30000
勞動力	ldli#序30000
耐心	ndxb#序30000
開幕式	kmu#序30000
多種	dovs#序30000
電子	dmzi#序30000
容易	rsy#序30000
財富	cdfu#序30000
拓展	tovj#序30000
現有	xmyz#序30000
美元	mwyr#序30000
等等	dgdg#序30000
亞洲	yav#序30000
殘疾人	cjrf#序30000
保留	bclq#序30000
指導	vidc#序30000
明白	mkbd#序30000
模範	mofj#序30000
能否	ngfz#序30000
戰場	vjih#序30000
儘快	jbkk#序30000
保險	bcx#序30000
石頭	uitz#序30000
現行	xmxk#序30000
總體	zsti#序30000
後果	hzgo#序30000
凡是	fjui#序30000
初步	iub#序30000
記得	jide#序30000
請求	qkqq#序30000
生育	ugyu#序30000
責任	zer#序30000
面前	mmqm#序30000
吸收	xiuz#序30000
機會	jihv#序30000
多次	doc#序30000
絕對	jtdv#序30000
格外	gewd#序30000
出臺	iutd#序30000
長期	ihqi#序30000
加強	jxq#序30000
電站	dmvj#序30000
及其	jiqi#序30000
收購	uzg#序30000
升級	ugj#序30000
之外	viwd#序30000
職務	viwu#序30000
節奏	jpzz#序30000
弟弟	didi#序30000
古城	guig#序30000
全體	qrti#序30000
答應	dayk#序30000
奧運會	ayh#序30000
相對	xldv#序30000
普遍	pubm#序30000
網站	whvj#序30000
統計	tsji#序30000
犯罪	fjzv#序30000
操作	cczo#序30000
平均	pkjy#序30000
補貼	butp#序30000
綜合	zsh#序30000
總結	zsj#序30000
總裁	zscd#序30000
構建	gzjm#序30000
權益	qryi#序30000
運行	yyxk#序30000
欄目	ljmu#序30000
互聯網	hlwh#序30000
中華民族	vhmz#序30000
經貿	jkmc#序30000
承包	igbc#序30000
成本	igbf#序30000
四處	siiu#序30000
防止	fhvi#序30000
光榮	glrs#序30000
家鄉	jxxl#序30000
子女	zinv#序30000
治療	viln#序30000
姐妹	jpmw#序30000
悄悄	qnqn#序30000
休息	xqxi#序30000
亞洲	yavz#序30000
前期	qmqi#序30000
少年	ucnm#序30000
情感	qkgj#序30000
這兒	veer#序30000
原材料	ycl#序30000
自身	ziuf#序30000
裝備	vlbw#序30000
從中	csvs#序30000
黨中央	dvyh#序30000
曾經	cgjk#序30000
思路	silu#序30000
老人	lcrf#序30000
賄賂	hvlu#序30000
回來	hvld#序30000
病人	bkrf#序30000
科學家	kxj#序30000
損失	syu#序30000
促進	cujb#序30000
玉米	yumi#序30000
比賽	bisd#序30000
態度	tddu#序30000
改革	gdge#序30000
演員	yjyr#序30000
大夫	ddfu#序30000
與此同時	yctu#序30000
狀況	vlk#序30000
評論	pkly#序30000
範疇	fjiz#序30000
依照	yivc#序30000
大眾	davs#序30000
熱愛	reai#序30000
合格	hege#序30000
澳大利亞	adly#序30000
抽查	izia#序30000
一陣	yivf#序30000
團體	trti#序30000
日期	riqi#序30000
工程	gsig#序30000
廣州	glvz#序30000
頭腦	tznc#序30000
天下	tmxx#序30000
不論	buly#序30000
不良	bull#序30000
才能	cdng#序30000
那邊	nabm#序30000
戲曲	xiqu#序30000
喜慶	xiqk#序30000
商標	uhbn#序30000
散發	sjfa#序30000
上班	uhbj#序30000
工廠	gsih#序30000
人士	rfui#序30000
人數	rfuu#序30000
剩下	ugxx#序30000
行業	hhy#序30000
再次	zdc#序30000
外來	wdl#序30000
循環	xyhr#序30000
投訴	tzsu#序30000
好轉	hcvr#序30000
為此	wwci#序30000
回去	hvq#序30000
襲擊	xiji#序30000
脫離	tol#序30000
痛苦	tsku#序30000
擔任	djrf#序30000
毒品	dupb#序30000
更為	ggww#序30000
行列	hhlp#序30000
行人	xkrf#序30000
正如	vgru#序30000
俄羅斯	els#序30000
博士	boui#序30000
國民經濟	gmjj#序30000
共產黨	gid#序30000
容易	rsyi#序30000
綠化	lvhx#序30000
良心	llx#序30000
常常	ihih#序30000
難題	njti#序30000
暫時	zjui#序30000
面向	mmxl#序30000
建築	jmvu#序30000
抓緊	vxjb#序30000
輿論	yuly#序30000
喜歡	xihr#序30000
機關	jigr#序30000
樹立	uuli#序30000
節日	jpri#序30000
相信	xlxb#序30000
證明	vgmk#序30000
古代	gudd#序30000
用於	ysyu#序30000
經理	jkli#序30000
股東	guds#序30000
可憐	kel#序30000
敏感	mbgj#序30000
協會	xphv#序30000
交流	jnlq#序30000
遊客	yzke#序30000
攻關	gsgr#序30000
設立	ueli#序30000
背景	bwjk#序30000
驟然	vzrj#序30000
獲得	hode#序30000
儀式	yiui#序30000
跟著	gfve#序30000
避免	bimm#序30000
擁有	ysyz#序30000
指標	vibn#序30000
副刊	fukj#序30000
聽取	tkqu#序30000
翻譯	fjyi#序30000
當前	dhqm#序30000
森林	sfl#序30000
表情	bnqk#序30000
毫不	hcbu#序30000
本屆	bfjp#序30000
如下	ruxx#序30000
運輸	yyuu#序30000
計算機	jsj#序30000
目標	mub#序30000
中間	vsjm#序30000
對手	dvuz#序30000
核心	hexb#序30000
提升	tiug#序30000
興趣	xkqu#序30000
受傷	uzuh#序30000
宗旨	zsvi#序30000
遭受	zcuz#序30000
手術	uzuu#序30000
亮點	lldm#序30000
湖北	hubw#序30000
至此	vici#序30000
經受	jkuz#序30000
互助	huvu#序30000
今後	jbhz#序30000
國民黨	gmd#序30000
不得不	bdb#序30000
離開	likd#序30000
觀念	grnm#序30000
立刻	like#序30000
效益	xnyi#序30000
複雜	fuza#序30000
產業	ijye#序30000
到處	dci#序30000
成長	igvh#序30000
持續	iix#序30000
強烈	qllp#序30000
擡頭	tdtz#序30000
太太	tdtd#序30000
調整	tnvg#序30000
觀點	grdm#序30000
必要	biyc#序30000
電話	dmh#序30000
上半年	ubn#序30000
個體	geti#序30000
出門	iumf#序30000
改造	gdzc#序30000
南北	njbw#序30000
貸款	ddkr#序30000
寧夏	nkxx#序30000
概括	gdko#序30000
評選	pkxr#序30000
學會	xth#序30000
打造	dazc#序30000
初級	iuji#序30000
大海	dahd#序30000
帶領	ddlk#序30000
下面	xxmm#序30000
祕書長	muvh#序30000
活力	holi#序30000
成就	igjq#序30000
交易	jnyi#序30000
發言	fayj#序30000
甘肅	gjsu#序30000
西方	xif#序30000
投資	tzzi#序30000
鞏固	gsgu#序30000
國有	goyz#序30000
漂亮	pnll#序30000
落實	loui#序30000
企圖	qitu#序30000
教材	jncd#序30000
論述	lyuu#序30000
冬天	dstm#序30000
住房	vufh#序30000
安心	anx#序30000
構成	gzig#序30000
相繼	xlji#序30000
共產黨員	gidy#序30000
一面	yimm#序30000
結束	jpuu#序30000
接受	jpuz#序30000
廣西	glxi#序30000
養殖	yhvi#序30000
凝聚	nkju#序30000
引發	ybfa#序30000
天然	tmrj#序30000
氣氛	qiff#序30000
寶貴	bcgv#序30000
爸爸	baba#序30000
敢於	gjyu#序30000
回頭	hvtz#序30000
大約	dayt#序30000
人民幣	rmb#序30000
欣賞	xbuh#序30000
專門	vrmf#序30000
試驗	uiyj#序30000
使用	uiys#序30000
查處	iaiu#序30000
否定	fzdk#序30000
四川	siir#序30000
完整	wjvg#序30000
畢業生	byug#序30000
行業	hhye#序30000
流行	lqxk#序30000
車間	iejm#序30000
道路	dclu#序30000
達到	ddc#序30000
商店	uhdm#序30000
雙手	uluz#序30000
平衡	pkh#序30000
透明	tzmk#序30000
故意	guyi#序30000
電影	dmyk#序30000
縣長	xmvh#序30000
現狀	xmvl#序30000
放心	fhxb#序30000
供應	gsyk#序30000
危機	wwji#序30000
一半	yibj#序30000
表達	bnda#序30000
實事求是	uuqu#序30000
下降	xxj#序30000
至今	vijb#序30000
共有	gsyz#序30000
外資	wdzi#序30000
快速	kksu#序30000
養老	yhlc#序30000
盲目	mhmu#序30000
東盟	dsmg#序30000
體制	tivi#序30000
大地	dadi#序30000
過去	goqu#序30000
規範	gvfj#序30000
鄉村	xlcy#序30000
本人	bfrf#序30000
安排	anpd#序30000
並且	bkqp#序30000
他人	tarf#序30000
慢慢	mjm#序30000
村子	cyzi#序30000
銀行	ybh#序30000
大力	dali#序30000
方便	fhbm#序30000
紅色	hss#序30000
黨風	dhfg#序30000
資產階級	zijj#序30000
哈哈	hah#序30000
司機	siji#序30000
親自	qbz#序30000
性質	xkvi#序30000
影片	ykpm#序30000
解放	jpfh#序30000
偉大	wwda#序30000
確立	qtl#序30000
課題	keti#序30000
更為	ggw#序30000
徹底	iedi#序30000
文明	wfmk#序30000
女兒	nver#序30000
跟蹤	gfzs#序30000
附近	fujb#序30000
全身	qruf#序30000
同事	tsui#序30000
創新	ilxb#序30000
否則	fzze#序30000
清理	qkli#序30000
反映	fjyk#序30000
開幕	kdmu#序30000
脫離	toli#序30000
擴大	kod#序30000
道德	dcde#序30000
歐洲	ouvz#序30000
各地	gedi#序30000
垃圾	laj#序30000
四周	sivz#序30000
降水	jluv#序30000
通信	tsxb#序30000
改進	gdjb#序30000
西部	xibu#序30000
協議	xpyi#序30000
正文	vgwf#序30000
考試	kcui#序30000
湧現	ysxm#序30000
河北	hebw#序30000
大小	daxn#序30000
服務	fuw#序30000
企業	qiye#序30000
腦海	nchd#序30000
救援	jqyr#序30000
就要	jqyc#序30000
三角	sjjn#序30000
信號	xbhc#序30000
崗位	ghww#序30000
享有	xlyz#序30000
相應	xlyk#序30000
貨物	howu#序30000
競爭	jkvg#序30000
動力	dsli#序30000
註冊	vuce#序30000
其餘	qiyu#序30000
土壤	turh#序30000
展示	vjui#序30000
邪教	xpjn#序30000
沉默	ifmo#序30000
地震	divf#序30000
明年	mkn#序30000
有所	yzs#序30000
上述	uhuu#序30000
振興	vfxk#序30000
執行	vixk#序30000
另外	lkwd#序30000
辛苦	xbk#序30000
新聞	xbw#序30000
秩序	vixu#序30000
之下	vixx#序30000
體育	tiyu#序30000
不久	bujq#序30000
食品	uipb#序30000
操作	ccz#序30000
關心	grxb#序30000
肩負	jmfu#序30000
體現	tixm#序30000
掌握	vhwo#序30000
首相	uzxl#序30000
北方	bwfh#序30000
首要	uzyc#序30000
棉花	mmhx#序30000
由此	yzci#序30000
當時	dhui#序30000
回憶	hvyi#序30000
承諾	igno#序30000
例如	liru#序30000
火車	hoie#序30000
提拔	tiba#序30000
替代	tidd#序30000
富有	fuyz#序30000
當年	dhnm#序30000
樣子	yhz#序30000
控制	ksvi#序30000
好像	hcxl#序30000
特殊	teuu#序30000
發票	fapn#序30000
稅收	uvuz#序30000
怎麼	zfm#序30000
措施	coui#序30000
雙方	ulfh#序30000
資源	ziyr#序30000
黨政	dhvg#序30000
依然	yirj#序30000
對面	dvm#序30000
對象	dvx#序30000
風險	fgxm#序30000
改善	gduj#序30000
對待	dvd#序30000
電力	dmli#序30000
進來	jbld#序30000
通常	tsih#序30000
壯大	vlda#序30000
補充	bui#序30000
不管	bug#序30000
休息	xqx#序30000
天空	tmks#序30000
黃色	hls#序30000
市民	uimb#序30000
東西	dsxi#序30000
參觀	cjgr#序30000
賭博	dubo#序30000
有名	yzmk#序30000
耐心	ndx#序30000
土地	tudi#序30000
綠色	lvse#序30000
創造性	izxk#序30000
廣東	glds#序30000
搶救	qljq#序30000
尊敬	zyj#序30000
前提	qmti#序30000
好處	hciu#序30000
發達	fada#序30000
突出	tuiu#序30000
建交	jmjn#序30000
法定	fadk#序30000
承受	iguz#序30000
成熟	iguu#序30000
加上	jxuh#序30000
正常	vgih#序30000
扶貧	fupb#序30000
觀測	grce#序30000
升級	ugji#序30000
山區	ujqu#序30000
發起	faqi#序30000
否認	fzrf#序30000
公有制	gyvi#序30000
更新	ggxb#序30000
支付	vifu#序30000
為期	wwqi#序30000
小學	xnxt#序30000
可愛	keai#序30000
分裂	fflp#序30000
把握	baw#序30000
笑容	xnrs#序30000
加大	jxda#序30000
局部	jubu#序30000
變革	bmge#序30000
基本上	jbuh#序30000
流通	lqt#序30000
當今	dhjb#序30000
輕鬆	qkss#序30000
舞蹈	wudc#序30000
前面	qmmm#序30000
今日	jbri#序30000
浙江	vejl#序30000
要聞	ycwf#序30000
晚上	wjuh#序30000
即將	jijl#序30000
在於	zdyu#序30000
爭取	vgqu#序30000
畫家	hxjx#序30000
話劇	hxju#序30000
歌曲	geq#序30000
積累	jilw#序30000
快速	kks#序30000
激烈	jilp#序30000
展開	vjk#序30000
角色	jtse#序30000
紀律	jilv#序30000
原則	yrze#序30000
屬於	uuy#序30000
吉林	jilb#序30000
激勵	jili#序30000
風格	fgg#序30000
讀者	duve#序30000
害怕	hdp#序30000
明顯	mkxm#序30000
逐步	vubu#序30000
無非	wufw#序30000
消除	xni#序30000
果然	gorj#序30000
人均	rfjy#序30000
東北	dsbw#序30000
同情	tsq#序30000
森林	sflb#序30000
糾正	jqvg#序30000
面臨	mmlb#序30000
優秀	yzxq#序30000
一旁	yiph#序30000
廣場	glih#序30000
從來	csl#序30000
不必	bubi#序30000
體會	tihv#序30000
忽然	hur#序30000
通知	tsvi#序30000
強烈	qll#序30000
增長	zgv#序30000
路線	luxm#序30000
中學	vsxt#序30000
結論	jply#序30000
委員	wwyr#序30000
反應	fjy#序30000
能否	ngf#序30000
系統	xits#序30000
觀眾	grvs#序30000
配合	pwhe#序30000
比賽	bis#序30000
來自	ldzi#序30000
後面	hzmm#序30000
協調	xpt#序30000
論文	lyw#序30000
樹木	uumu#序30000
天地	tmdi#序30000
模式	moui#序30000
裝置	vlvi#序30000
不用	buys#序30000
山東	ujds#序30000
上去	uhq#序30000
能源	ngy#序30000
高度	gcd#序30000
既然	jirj#序30000
大學	dax#序30000
轉變	vrbm#序30000
代價	ddjx#序30000
飛船	fwir#序30000
圖片	tupm#序30000
突破	tupo#序30000
空氣	ksq#序30000
空間	ksj#序30000
審議	ufyi#序30000
藝術家	yujx#序30000
專業	vry#序30000
保障	bcvh#序30000
職責	vize#序30000
依據	yiju#序30000
特殊	teu#序30000
特點	ted#序30000
難道	njd#序30000
媒體	mwti#序30000
山西	ujxi#序30000
紅軍	hsjy#序30000
發佈會	fbhv#序30000
夜裡	yeli#序30000
相似	xlsi#序30000
照顧	vcgu#序30000
現場	xmih#序30000
反而	fjer#序30000
大幅	dafu#序30000
環節	hrjp#序30000
治安	vian#序30000
只是	viui#序30000
哲學	vext#序30000
列入	lpru#序30000
可見	kejm#序30000
面對	mmdv#序30000
為主	wwvu#序30000
學習	xtxi#序30000
深化	ufhx#序30000
放棄	fhqi#序30000
文字	wfz#序30000
科技	keji#序30000
憑著	pkve#序30000
財產	cdij#序30000
兒女	ernv#序30000
某些	mzx#序30000
執政	vivg#序30000
提前	tiq#序30000
從而	cser#序30000
週刊	vzkj#序30000
缺少	qtuc#序30000
景象	jkxl#序30000
嚴格	yjg#序30000
持續	iixu#序30000
產量	ijll#序30000
默默	momo#序30000
建議	jmyi#序30000
宣傳	xrir#序30000
忘記	whj#序30000
描寫	mnxp#序30000
指引	viyb#序30000
網上	whu#序30000
支援	viyr#序30000
生態	ugtd#序30000
網站	whv#序30000
預防	yufh#序30000
關鍵	grj#序30000
情緒	qkxu#序30000
女人	nvrf#序30000
校長	xnvh#序30000
傳播	irbo#序30000
意思	yisi#序30000
預報	yubc#序30000
周圍	vzw#序30000
全球	qrq#序30000
申請	ufqk#序30000
以為	yiww#序30000
證明	vgm#序30000
發出	fai#序30000
發佈	fab#序30000
總經理	zjli#序30000
黨員	dhyr#序30000
繼承	jiig#序30000
鄉鎮	xlvf#序30000
老太太	lttd#序30000
照顧	vcg#序30000
公佈	gsbu#序30000
決心	jtxb#序30000
轉化	vrhx#序30000
動作	dszo#序30000
外匯	wdhv#序30000
環保	hrbc#序30000
超過	icgo#序30000
友好	yzhc#序30000
探索	tjso#序30000
感受	gjuz#序30000
廣告	glgc#序30000
破壞	pohk#序30000
真實	vfui#序30000
明確	mkqt#序30000
貨幣	hobi#序30000
證券	vgqr#序30000
教訓	jnxy#序30000
連續	lmxu#序30000
有所	yzso#序30000
看見	kjjm#序30000
就業	jqy#序30000
軟件	rrj#序30000
交往	jnwh#序30000
推進	tvjb#序30000
少數民族	uumz#序30000
指示	viui#序30000
整理	vgli#序30000
負擔	fudj#序30000
司令	silk#序30000
週末	vzmo#序30000
忘記	whji#序30000
規律	gvlv#序30000
吃飯	iifj#序30000
宗教	zsjn#序30000
資格	zige#序30000
青少年	qunm#序30000
正文	vgw#序30000
憲法	xmfa#序30000
批准	pivy#序30000
尋找	xyvc#序30000
調控	tnks#序30000
嘴巴	zvb#序30000
縱橫	zshg#序30000
愛國	aigo#序30000
對抗	dvkh#序30000
辦理	bjli#序30000
接近	jpjb#序30000
整體	vgt#序30000
推翻	tvfj#序30000
借鑑	jpjm#序30000
議定書	yduu#序30000
腫瘤	vslq#序30000
超越	icyt#序30000
國王	gowh#序30000
籌備	izbw#序30000
黃金	hljb#序30000
取消	qux#序30000
骨幹	gugj#序30000
正好	vghc#序30000
忽然	hurj#序30000
受理	uzli#序30000
輕鬆	qks#序30000
樸實	puui#序30000
七月	qiyt#序30000
朗誦	lhss#序30000
同意	tsyi#序30000
澳門	aomf#序30000
飯店	fjdm#序30000
上下	uhxx#序30000
氣候	qihz#序30000
期貨	qiho#序30000
後代	hzdd#序30000
中外	vswd#序30000
中午	vswu#序30000
強大	qlda#序30000
強調	qldn#序30000
訪問	fhw#序30000
東方	dsf#序30000
皇帝	hldi#序30000
放心	fhx#序30000
佔領	vjlk#序30000
作業	zoye#序30000
本質	bfvi#序30000
事實	uiui#序30000
潛力	qmli#序30000
首屆	uzjp#序30000
資本主義	zbvy#序30000
表達	bnd#序30000
變動	bmds#序30000
愛戴	aidd#序30000
控股	ksgu#序30000
老撾	lcwo#序30000
莊嚴	vlyj#序30000
被迫	bwpo#序30000
全長	qrih#序30000
到位	dcww#序30000
團聚	trju#序30000
邊防	bmfh#序30000
取消	quxn#序30000
重複	isfu#序30000
開學	kdxt#序30000
當成	dhig#序30000
居然	jurj#序30000
罰款	fakr#序30000
金錢	jbqm#序30000
發愁	faiz#序30000
積極性	jjx#序30000
條例	tnl#序30000
掛鉤	gxg#序30000
嫂子	scz#序30000
女子	nvzi#序30000
物流	wulq#序30000
挖掘	wajt#序30000
水泥	uvni#序30000
祕密	mimi#序30000
立法	lifa#序30000
及時	jiui#序30000
女性	nvxk#序30000
研究生	yjug#序30000
岩石	yjui#序30000
研究室	yjui#序30000
故事	guui#序30000
當前	dhq#序30000
中科院	vky#序30000
脫貧	topb#序30000
紅色	hsse#序30000
判斷	pjdr#序30000
由衷	yzvs#序30000
遏制	eevi#序30000
一帶	yidd#序30000
移動	yids#序30000
一度	yidu#序30000
高潮	gcic#序30000
掀起	xmqi#序30000
出來	iuld#序30000
工會	gsh#序30000
保險	bcxm#序30000
命運	mkyy#序30000
名義	mkyi#序30000
繁華	fjhx#序30000
驚訝	jkya#序30000
信仰	xbyh#序30000
河南	hen#序30000
華夏	hxxx#序30000
臘月	layt#序30000
調動	dnds#序30000
抗戰	khv#序30000
臨床	lbil#序30000
來訪	ldfh#序30000
林場	lbih#序30000
混合	hyhe#序30000
相關	xlgr#序30000
哲學	vex#序30000
整個	vgge#序30000
草原	ccyr#序30000
天生	tmug#序30000
天上	tmuh#序30000
通貨膨脹	thpv#序30000
咳嗽	kesz#序30000
補充	buis#序30000
補償	buih#序30000
對外	dvwd#序30000
趨勢	quui#序30000
不時	buui#序30000
人口	rfkz#序30000
高考	gckc#序30000
贈送	zgss#序30000
年輕	nmqk#序30000
從前	csqm#序30000
吸取	xiq#序30000
公安	gsan#序30000
阿姨	aay#序30000
物價	wujx#序30000
學期	xtqi#序30000
擔負	djfu#序30000
暗中	anvs#序30000
打聽	datk#序30000
後者	hzve#序30000
傷殘	uhcj#序30000
籌集	izji#序30000
夫婦	fufu#序30000
勝利	ugli#序30000
關鍵	grjm#序30000
毫無	hcwu#序30000
進攻	jbgs#序30000
通訊	tsxy#序30000
普通	puts#序30000
橫向	hgxl#序30000
同期	tsqi#序30000
